位置 X,位置 Y,內容
-105.4563,154.9075,1
-15.4563,134.9075,2
74.5437,134.9075,3
164.5437,134.9075,4
254.5437,134.9075,5
344.5437,134.9075,6
434.5437,134.9075,7
524.5437,134.9075,8
614.5437,134.9075,9
699.0837,134.9075,10
789.0837,134.9075,11
879.0837,134.9075,12
969.0837,134.9075,13
1059.0837,134.9075,14
1149.0837,134.9075,15
1239.0837,134.9075,16
1329.0837,134.9075,17
1419.0837,134.9075,18
1509.0837,134.9075,19
1599.0837,134.9075,20
1689.0837,134.9075,21
1779.0837,134.9075,22
1869.0837,134.9075,23
1959.0837,134.9075,24
2049.0837,134.9075,25
2139.0837,134.9075,26
2229.0837,134.9075,27
2319.0837,134.9075,28
2409.0837,134.9075,29
2499.0837,134.9075,30
2589.0837,134.9075,31
2679.0837,134.9075,32
2769.0837,134.9075,33
2859.0837,134.9075,34
2949.0837,134.9075,35
3039.0837,134.9075,36
3129.0837,134.9075,37
3219.0837,134.9075,38
3309.0837,134.9075,39
3399.0837,134.9075,40
3489.0837,134.9075,41
3579.0837,134.9075,42
3669.0837,134.9075,43
3759.0837,134.9075,44
3849.0837,134.9075,45
3939.0837,134.9075,46
4029.0837,134.9075,47
4119.0837,134.9075,48
4209.0837,134.9075,49
4299.0837,134.9075,50
4389.0837,134.9075,51
4479.0837,134.9075,52
4569.0837,134.9075,53
4659.0837,134.9075,54
4749.0837,134.9075,55
4839.0837,134.9075,56
4929.0837,134.9075,57
5019.0837,134.9075,58
5109.0837,134.9075,59
5199.0837,134.9075,60
5289.0837,134.9075,61
5379.0837,134.9075,62
5469.0837,134.9075,63
5559.0837,134.9075,64
5649.0837,134.9075,65
5739.0837,134.9075,66
5829.0837,134.9075,67
5919.0837,134.9075,68
6009.0837,134.9075,69
6099.0837,134.9075,70
6189.0837,134.9075,71
6279.0837,134.9075,72
6369.0837,134.9075,73
6459.0837,134.9075,74
6549.0837,134.9075,75
6639.0837,134.9075,76
6729.0837,134.9075,77
6819.0837,134.9075,78
6909.0837,134.9075,79
6999.0837,134.9075,80
7089.0837,134.9075,81
7179.0837,134.9075,82
7269.0837,134.9075,83
7359.0837,134.9075,84
7449.0837,134.9075,85
7539.0837,134.9075,86
7629.0837,134.9075,87
7719.0837,134.9075,88
7809.0837,134.9075,89
7899.0837,134.9075,90
7989.0837,134.9075,91
8079.0837,134.9075,92
8169.0837,134.9075,93
8259.0837,134.9075,94
8349.0837,134.9075,95
8439.0837,134.9075,96
8529.0837,134.9075,97
8619.0837,134.9075,98
8709.0837,134.9075,99
8793.575,134.9075,100
8883.575,134.9075,101
8973.575,134.9075,102
9063.575,134.9075,103
9153.575,134.9075,104
9243.575,134.9075,105
9333.575,134.9075,106
9423.575,134.9075,107
9513.575,134.9075,108
9603.575,134.9075,109
9693.575,134.9075,110
9783.575,134.9075,111
9873.575,134.9075,112
9963.575,134.9075,113
10053.575,134.9075,114
10143.575,134.9075,115
10233.575,134.9075,116
10323.575,134.9075,117
10413.575,134.9075,118
10503.575,134.9075,119
10593.575,134.9075,120
10683.575,134.9075,121
10773.575,134.9075,122
10863.575,134.9075,123
10953.575,134.9075,124
11043.575,134.9075,125
11133.575,134.9075,126
11223.575,134.9075,127
11313.575,134.9075,128
11403.575,134.9075,129
11493.575,134.9075,130
11583.575,134.9075,131
11673.575,134.9075,132
11763.575,134.9075,133
11853.575,134.9075,134
11943.575,134.9075,135
12033.575,134.9075,136
12123.575,134.9075,137
12213.575,134.9075,138
12303.575,134.9075,139
12393.575,134.9075,140
12483.575,134.9075,141
12573.575,134.9075,142
12663.575,134.9075,143
12753.575,134.9075,144
12843.575,134.9075,145
12933.575,134.9075,146
13023.575,134.9075,147
13113.575,134.9075,148
13203.575,134.9075,149
13293.575,134.9075,150
13383.575,134.9075,151
13473.575,134.9075,152
13563.575,134.9075,153
13653.575,134.9075,154
13743.575,134.9075,155
13833.575,134.9075,156
13923.575,134.9075,157
13974.4602,59.9683,158
14021.1475,-16.9751,159
14067.8349,-93.9185,160
14060.3185,-183.4944,161
14060.3185,-273.4944,162
14060.3185,-363.4944,163
14060.3185,-453.4944,164
14060.3185,-543.4944,165
14060.3185,-633.4944,166
14060.3185,-723.4944,167
14060.3185,-813.4944,168
14060.3185,-903.4944,169
14060.3185,-993.4944,170
14060.3185,-1083.4944,171
14060.3185,-1173.4944,172
14060.3185,-1263.4944,173
14060.3185,-1353.4944,174
14060.3185,-1443.4944,175
14060.3185,-1533.4944,176
14060.3185,-1623.4944,177
14060.3185,-1713.4944,178
14060.3185,-1803.4944,179
14060.3185,-1893.4944,180
14060.3185,-1983.4944,181
14060.3185,-2073.4944,182
14060.3185,-2163.4944,183
14060.3185,-2253.4944,184
14060.3185,-2343.4944,185
14060.3185,-2433.4944,186
14060.3185,-2523.4944,187
14060.3185,-2613.4944,188
14060.3185,-2703.4944,189
14060.3185,-2793.4944,190
14060.3185,-2883.4944,191
14060.3185,-2973.4944,192
14060.3185,-3063.4944,193
14060.3185,-3153.4944,194
14060.3185,-3243.4944,195
14060.3185,-3333.4944,196
14060.3185,-3423.4944,197
14060.3185,-3513.4944,198
14060.3185,-3603.4944,199
14060.3185,-3693.4944,200
14060.3185,-3783.4944,201
14060.3185,-3873.4944,202
14060.3185,-3963.4944,203
14060.3185,-4053.4944,204
14060.3185,-4143.4944,205
14060.3185,-4233.4944,206
14060.3185,-4323.4944,207
14060.3185,-4413.4944,208
14060.3185,-4503.4944,209
14060.3185,-4593.4944,210
14060.3185,-4683.4944,211
14060.3185,-4773.4944,212
14060.3185,-4863.4944,213
14060.3185,-4953.4944,214
14060.3185,-5043.4944,215
14060.3185,-5133.4944,216
14060.3185,-5223.4944,217
14060.3185,-5313.4944,218
14060.3185,-5403.4944,219
14060.3185,-5493.4944,220
14060.3185,-5583.4944,221
13991.0685,-5640.0925,222
13901.0685,-5640.0925,223
13811.0685,-5640.0925,224
13721.0685,-5640.0925,225
13631.0685,-5640.0925,226
13541.0685,-5640.0925,227
13451.0685,-5640.0925,228
13361.0685,-5640.0925,229
13271.0685,-5640.0925,230
13181.0685,-5640.0925,231
13091.0685,-5640.0925,232
13001.0685,-5640.0925,233
12911.0685,-5640.0925,234
12821.0685,-5640.0925,235
12731.0685,-5640.0925,236
12641.0685,-5640.0925,237
12551.0685,-5640.0925,238
12461.0685,-5640.0925,239
12371.0685,-5640.0925,240
12281.0685,-5640.0925,241
12191.0685,-5640.0925,242
12101.0685,-5640.0925,243
12011.0685,-5640.0925,244
11921.0685,-5640.0925,245
11831.0685,-5640.0925,246
11741.0685,-5640.0925,247
11651.0685,-5640.0925,248
11561.0685,-5640.0925,249
11471.0685,-5640.0925,250
11381.0685,-5640.0925,251
11291.0685,-5640.0925,252
11201.0685,-5640.0925,253
11111.0685,-5640.0925,254
11021.0685,-5640.0925,255
10931.0685,-5640.0925,256
10841.0685,-5640.0925,257
10751.0685,-5640.0925,258
10661.0685,-5640.0925,259
10571.0685,-5640.0925,260
10481.0685,-5640.0925,261
10391.0685,-5640.0925,262
10301.0685,-5640.0925,263
10211.0685,-5640.0925,264
10121.0685,-5640.0925,265
10031.0685,-5640.0925,266
9941.0685,-5640.0925,267
9851.0685,-5640.0925,268
9761.0685,-5640.0925,269
9671.0685,-5640.0925,270
9581.0685,-5640.0925,271
9491.0685,-5640.0925,272
9401.0685,-5640.0925,273
9311.0685,-5640.0925,274
9221.0685,-5640.0925,275
9131.0685,-5640.0925,276
9041.0685,-5640.0925,277
8951.0685,-5640.0925,278
8861.0685,-5640.0925,279
8771.0685,-5640.0925,280
8681.0685,-5640.0925,281
8591.0685,-5640.0925,282
8501.0685,-5640.0925,283
8411.0685,-5640.0925,284
8321.0685,-5640.0925,285
8231.0685,-5640.0925,286
8141.0685,-5640.0925,287
8051.0685,-5640.0925,288
7961.0685,-5640.0925,289
7871.0685,-5640.0925,290
7781.0685,-5640.0925,291
7691.0685,-5640.0925,292
7601.0685,-5640.0925,293
7511.0685,-5640.0925,294
7421.0685,-5640.0925,295
7331.0685,-5640.0925,296
7241.0685,-5640.0925,297
7151.0685,-5640.0925,298
7061.0685,-5640.0925,299
6971.0685,-5640.0925,300
6881.0685,-5640.0925,301
6791.0685,-5640.0925,302
6701.0685,-5640.0925,303
6611.0685,-5640.0925,304
6521.0685,-5640.0925,305
6431.0685,-5640.0925,306
6341.0685,-5640.0925,307
6251.0685,-5640.0925,308
6161.0685,-5640.0925,309
6071.0685,-5640.0925,310
5981.0685,-5640.0925,311
5891.0685,-5640.0925,312
5801.0685,-5640.0925,313
5711.0685,-5640.0925,314
5621.0685,-5640.0925,315
5531.0685,-5640.0925,316
5441.0685,-5640.0925,317
5351.0685,-5640.0925,318
5261.0685,-5655.0925,319
5245.3185,-5565.0925,320
5245.3185,-5475.0925,321
5245.3185,-5385.0925,322
5245.3185,-5295.0925,323
5245.3185,-5205.0925,324
5245.3185,-5115.0925,325
5245.3185,-5025.0925,326
5245.3185,-4935.0925,327
5245.3185,-4845.0925,328
5245.3185,-4755.0925,329
5245.3185,-4665.0925,330
5245.3185,-4575.0925,331
5245.3185,-4485.0925,332
5245.3185,-4395.0925,333
5245.3185,-4305.0925,334
5245.3185,-4215.0925,335
5245.3185,-4125.0925,336
5245.3185,-4035.0925,337
5245.3185,-3945.0925,338
5245.3185,-3855.0925,339
5245.3185,-3765.0925,340
5245.3185,-3675.0925,341
5245.3185,-3585.0925,342
5245.3185,-3495.0925,343
5245.3185,-3405.0925,344
5245.3185,-3315.0925,345
5245.3185,-3225.0925,346
5245.3185,-3135.0925,347
5245.3185,-3045.0925,348
5245.3185,-2955.0925,349
5245.3185,-2865.0925,350
5245.3185,-2775.0925,351
5245.3185,-2685.0925,352
5245.3185,-2595.0925,353
5245.3185,-2505.0925,354
5245.3185,-2415.0925,355
5245.3185,-2325.0925,356
5245.3185,-2235.0925,357
5245.3185,-2145.0925,358
5245.3185,-2055.0925,359
5245.3185,-1965.0925,360
5245.3185,-1875.0925,361
5155.3185,-1875.0925,362
5065.3185,-1875.0925,363
4975.3185,-1875.0925,364
4885.3185,-1875.0925,365
4795.3185,-1875.0925,366
4705.3185,-1875.0925,367
4615.3185,-1875.0925,368
4525.3185,-1875.0925,369
4435.3185,-1875.0925,370
4345.3185,-1875.0925,371
4255.3185,-1875.0925,372
4165.3185,-1875.0925,373
4075.3185,-1875.0925,374
3985.3185,-1875.0925,375
3895.3185,-1875.0925,376
3805.3185,-1875.0925,377
3715.3185,-1875.0925,378
3625.3185,-1875.0925,379
3535.3185,-1875.0925,380
3445.3185,-1875.0925,381
3355.3185,-1875.0925,382
3265.3185,-1875.0925,383
3175.3185,-1875.0925,384
3085.3185,-1875.0925,385
2995.3185,-1875.0925,386
2905.3185,-1875.0925,387
2815.3185,-1875.0925,388
2725.3185,-1875.0925,389
2640.3185,-1875.0925,390
2640.3185,-1965.0925,391
2640.3185,-2055.0925,392
2640.3185,-2145.0925,393
2640.3185,-2235.0925,394
2640.3185,-2325.0925,395
2640.3185,-2415.0925,396
2640.3185,-2505.0925,397
2640.3185,-2595.0925,398
2640.3185,-2685.0925,399
2640.3185,-2775.0925,400
2640.3185,-2865.0925,401
2640.3185,-2955.0925,402
2640.3185,-3045.0925,403
2640.3185,-3135.0925,404
2640.3185,-3225.0925,405
2640.3185,-3315.0925,406
2640.3185,-3405.0925,407
2640.3185,-3495.0925,408
2640.3185,-3585.0925,409
2640.3185,-3675.0925,410
2640.3185,-3765.0925,411
2640.3185,-3855.0925,412
2640.3185,-3945.0925,413
2640.3185,-4035.0925,414
2640.3185,-4125.0925,415
2640.3185,-4215.0925,416
2640.3185,-4305.0925,417
2640.3185,-4395.0925,418
2550.3185,-4440.0925,419
2460.3185,-4440.0925,420
2370.3185,-4440.0925,421
2280.3185,-4440.0925,422
2190.3185,-4440.0925,423
2100.3185,-4440.0925,424
2010.3185,-4440.0925,425
1920.3185,-4440.0925,426
1830.3185,-4440.0925,427
1740.3185,-4440.0925,428
1650.3185,-4440.0925,429
1560.3185,-4440.0925,430
1470.3185,-4440.0925,431
1380.3185,-4440.0925,432
1290.3185,-4440.0925,433
1200.3185,-4440.0925,434
1110.3185,-4440.0925,435
1020.3185,-4440.0925,436
930.3185,-4440.0925,437
840.3185,-4440.0925,438
750.3185,-4440.0925,439
660.3185,-4440.0925,440
570.3185,-4440.0925,441
480.3185,-4440.0925,442
390.3185,-4440.0925,443
300.3185,-4440.0925,444
210.3185,-4440.0925,445
120.3185,-4440.0925,446
30.3185,-4440.0925,447
-59.6815,-4440.0925,448
-149.6815,-4440.0925,449
-129.6815,-4350.0925,450
-129.6815,-4260.0925,451
-129.6815,-4170.0925,452
-129.6815,-4080.0925,453
-129.6815,-3990.0925,454
-129.6815,-3900.0925,455
-129.6815,-3810.0925,456
-129.6815,-3720.0925,457
-129.6815,-3630.0925,458
-129.6815,-3540.0925,459
-129.6815,-3450.0925,460
-129.6815,-3360.0925,461
-129.6815,-3270.0925,462
-129.6815,-3180.0925,463
-129.6815,-3090.0925,464
-129.6815,-3000.0925,465
-129.6815,-2910.0925,466
-129.6815,-2820.0925,467
-129.6815,-2730.0925,468
-129.6815,-2640.0925,469
-129.6815,-2550.0925,470
-129.6815,-2460.0925,471
-129.6815,-2370.0925,472
-129.6815,-2280.0925,473
-129.6815,-2190.0925,474
-129.6815,-2100.0925,475
-129.6815,-2010.0925,476
-129.6815,-1920.0925,477
-129.6815,-1830.0925,478
-129.6815,-1740.0925,479
-129.6815,-1650.0925,480
-129.6815,-1560.0925,481
-129.6815,-1470.0925,482
-129.6815,-1380.0925,483
-129.6815,-1290.0925,484
-129.6815,-1200.0925,485
-129.6815,-1110.0925,486
-129.6815,-1020.0925,487
-129.6815,-930.0925,488
-129.6815,-840.0925,489
-129.6815,-745.0925,490
-129.6815,-655.0925,491
-129.6815,-565.0925,492
-129.6815,-475.0925,493
-129.6815,-385.0925,494
-129.6815,-295.0925,495
-129.6815,-205.0925,496
-129.6815,-115.0925,497
-129.6815,-25.0925,498
-129.6815,64.9075,499
